date,open,high,low,close,volume,hold,settle
2024-07-25,3395.0,3403.4,3368.4,3380.6,56302,72042,0.0
2024-07-26,3385.0,3411.8,3377.8,3397.4,49224,68729,0.0
2024-07-29,3397.4,3399.2,3380.0,3382.2,34189,64574,0.0
2024-07-30,3372.4,3375.0,3345.6,3359.6,47060,72967,0.0
2024-07-31,3356.0,3447.6,3356.0,3444.4,63407,72565,0.0
2024-08-01,3444.0,3452.8,3414.4,3417.2,43232,66144,0.0
2024-08-02,3394.6,3419.0,3374.4,3379.6,47257,68584,0.0
2024-08-05,3363.6,3411.2,3337.0,3342.8,67339,76994,0.0
2024-08-06,3368.0,3378.8,3312.6,3336.2,57521,70096,0.0
2024-08-07,3330.0,3358.8,3323.0,3332.6,43598,65696,0.0
2024-08-08,3330.0,3364.4,3313.6,3339.4,46177,65093,0.0
2024-08-09,3356.6,3364.6,3325.0,3325.4,42687,60671,0.0
2024-08-12,3325.4,3337.4,3317.4,3325.8,37891,54206,0.0
2024-08-13,3330.0,3334.4,3307.4,3330.0,39937,50273,0.0
2024-08-14,3332.2,3332.8,3303.0,3304.2,34455,37670,0.0
2024-08-15,3301.2,3362.0,3293.2,3339.8,38240,25158,0.0
2024-08-16,3333.6,3349.4,3326.0,3335.2,53101,140846,0.0
2024-08-19,3335.2,3374.8,3335.2,3348.2,49896,138603,0.0
2024-08-20,3353.4,3354.6,3309.0,3320.0,56127,139674,0.0
2024-08-21,3315.0,3324.4,3295.6,3312.4,47378,137721,0.0
2024-08-22,3315.2,3322.0,3291.2,3301.8,53259,138115,0.0
2024-08-23,3300.6,3333.8,3299.0,3321.8,54114,134786,0.0
2024-08-26,3327.0,3335.0,3304.4,3320.8,48284,132969,0.0
2024-08-27,3313.4,3319.2,3295.2,3304.2,41807,130261,0.0
2024-08-28,3300.0,3306.0,3272.8,3281.4,55947,136297,0.0
2024-08-29,3271.0,3292.0,3267.0,3275.2,56805,131602,0.0
2024-08-30,3275.0,3358.0,3272.4,3322.4,89607,138354,0.0
2024-09-02,3309.0,3313.2,3257.2,3259.8,59588,126030,0.0
2024-09-03,3262.8,3280.0,3255.6,3267.0,54770,125210,0.0
2024-09-04,3260.0,3271.6,3245.2,3250.0,52229,120475,0.0
2024-09-05,3257.0,3268.0,3245.8,3254.0,51139,118595,0.0
2024-09-06,3261.0,3273.4,3221.2,3226.6,53578,116479,0.0
2024-09-09,3215.0,3225.0,3174.6,3189.2,56733,113262,0.0
2024-09-10,3190.0,3204.4,3165.0,3188.2,58914,106914,0.0
2024-09-11,3180.6,3195.6,3167.0,3183.0,48414,100366,0.0
2024-09-12,3189.0,3203.8,3171.0,3174.8,50244,92041,0.0
2024-09-13,3177.0,3190.2,3157.6,3158.0,53682,84137,0.0
2024-09-18,3163.0,3184.4,3144.4,3171.6,64922,66518,0.0
2024-09-19,3180.0,3221.0,3147.4,3198.4,63762,40295,0.0
2024-09-20,3197.4,3197.4,3173.0,3185.0,28818,18462,0.0
2024-09-23,3184.2,3226.8,3184.2,3206.8,51491,73954,0.0
2024-09-24,3244.0,3360.0,3219.0,3359.8,97405,92621,0.0
2024-09-25,3409.8,3474.6,3398.0,3406.2,95966,85284,0.0
2024-09-26,3405.0,3588.0,3400.0,3588.0,112916,98243,0.0
2024-09-27,3661.2,3896.8,3604.2,3827.8,174660,94967,0.0
2024-09-30,3937.0,4160.6,3825.8,4160.6,182179,95898,0.0
2024-10-08,4535.0,4535.0,4163.0,4261.2,187888,87516,0.0
2024-10-09,4188.0,4218.0,3921.4,3934.0,182103,91658,0.0
2024-10-10,4000.0,4125.0,3937.4,4010.8,140123,84972,0.0
2024-10-11,3999.8,4001.6,3845.0,3904.4,112540,83441,0.0
2024-10-14,3930.2,3988.0,3872.0,3963.2,96706,74380,0.0
2024-10-15,3938.8,3972.0,3850.6,3852.2,82444,62910,0.0
2024-10-16,3816.8,3888.2,3805.0,3832.0,79653,53581,0.0
2024-10-17,3856.6,3888.0,3781.8,3784.4,57933,28779,0.0
2024-10-18,3795.0,4077.0,3772.0,3934.4,157309,158193,0.0
2024-10-21,3952.4,3987.0,3911.0,3942.4,93692,152068,0.0
2024-10-22,3928.2,3977.0,3927.0,3968.8,76187,151275,0.0
2024-10-23,3965.2,4025.2,3950.0,3982.8,91964,152480,0.0
2024-10-24,3963.0,3971.2,3916.2,3937.0,68994,146969,0.0
2024-10-25,3945.0,4005.0,3930.0,3958.0,86994,154560,0.0
2024-10-28,3960.4,3972.6,3925.4,3972.2,67380,148150,0.0
2024-10-29,3986.0,4007.6,3925.6,3940.0,83548,155724,0.0
2024-10-30,3930.0,3939.0,3871.2,3896.0,78980,149749,0.0
2024-10-31,3898.0,3933.6,3862.0,3893.0,101219,162153,0.0
2024-11-01,3891.2,3945.0,3885.2,3905.0,94876,152420,0.0
2024-11-04,3914.2,3960.8,3896.2,3959.0,66974,151204,0.0
2024-11-05,3949.0,4069.6,3936.0,4068.0,115333,163368,0.0
2024-11-06,4060.0,4113.0,4011.2,4040.8,120898,162036,0.0
2024-11-07,4020.0,4185.0,4013.4,4183.8,126886,175841,0.0
2024-11-08,4215.2,4230.0,4100.8,4112.2,134963,174047,0.0
2024-11-11,4080.0,4143.4,4051.6,4133.2,110171,170722,0.0
2024-11-12,4133.4,4192.0,4065.6,4083.8,125160,172693,0.0
2024-11-13,4068.2,4128.2,4066.2,4112.8,102550,168753,0.0
2024-11-14,4098.0,4122.2,4037.0,4041.8,105891,169946,0.0
2024-11-15,4040.0,4057.8,3969.4,3975.2,120323,177831,0.0
2024-11-18,3997.8,4035.6,3932.0,3954.6,138646,180408,0.0
2024-11-19,3966.0,3978.0,3900.0,3973.2,124821,173451,0.0
2024-11-20,3961.4,4002.2,3956.0,3980.0,99274,163271,0.0
2024-11-21,3974.8,3998.0,3960.2,3989.2,83651,158321,0.0
2024-11-22,3985.0,3992.0,3853.2,3860.8,115044,164352,0.0
2024-11-25,3878.2,3887.0,3804.0,3839.0,110372,160836,0.0
2024-11-26,3830.0,3869.8,3822.0,3836.0,87806,149991,0.0
2024-11-27,3828.6,3910.4,3813.6,3901.4,112178,157714,0.0
2024-11-28,3896.2,3905.0,3853.2,3872.4,94719,144667,0.0
2024-11-29,3876.8,3965.6,3874.0,3911.0,118696,154628,0.0
2024-12-02,3912.0,3959.4,3902.0,3942.0,101066,140246,0.0
2024-12-03,3939.8,3965.6,3914.2,3945.6,89048,137651,0.0
2024-12-04,3940.0,3950.4,3910.0,3924.8,82377,129367,0.0
2024-12-05,3915.6,3934.6,3903.2,3918.6,72701,129462,0.0
2024-12-06,3921.0,4001.4,3915.2,3968.0,113855,139772,0.0
2024-12-09,3967.0,3994.4,3936.6,3963.4,83017,122070,0.0
2024-12-10,4099.0,4124.0,3989.6,4000.4,116078,132915,0.0
2024-12-11,3997.0,4013.6,3985.2,3994.0,70438,114764,0.0
2024-12-12,3994.2,4044.2,3987.0,4038.8,83636,121586,0.0
2024-12-13,4005.0,4006.4,3926.2,3935.0,104929,109870,0.0
2024-12-16,3940.0,3940.0,3901.2,3911.4,65026,96215,0.0
2024-12-17,3907.0,3962.0,3907.0,3922.4,89943,89729,0.0
2024-12-18,3941.4,3959.4,3931.6,3940.2,65404,66736,0.0
2024-12-19,3910.8,3956.6,3897.2,3944.8,55685,43675,0.0
2024-12-20,3937.0,3957.6,3921.0,3935.0,31716,19435,0.0
2024-12-23,3939.8,3972.0,3931.4,3937.4,52276,140464,0.0
2024-12-24,3941.2,3998.4,3938.2,3988.8,55592,141179,0.0
2024-12-25,3992.0,4009.0,3968.0,3986.8,48157,138808,0.0
2024-12-26,3984.8,3999.6,3972.2,3990.4,33505,137340,0.0
2024-12-27,3994.0,4021.2,3980.0,3987.0,52322,146847,0.0
2024-12-30,3987.6,4014.8,3986.6,4003.4,43124,141697,0.0
2024-12-31,4005.8,4014.2,3916.8,3921.0,63904,145358,0.0
2025-01-02,3921.0,3931.0,3784.4,3817.8,82958,151506,0.0
2025-01-03,3826.0,3834.0,3758.0,3779.0,74342,150331,0.0
2025-01-06,3780.2,3785.4,3740.8,3762.0,63581,148863,0.0
2025-01-07,3757.0,3793.4,3750.0,3789.6,52260,144935,0.0
2025-01-08,3780.0,3810.0,3720.6,3781.2,74894,151394,0.0
2025-01-09,3773.0,3790.0,3762.4,3772.2,46603,142363,0.0
2025-01-10,3778.0,3785.8,3727.4,3728.0,56307,147539,0.0
2025-01-13,3710.0,3739.2,3702.0,3724.0,56330,145942,0.0
2025-01-14,3732.8,3834.8,3721.2,3816.8,85212,157583,0.0
2025-01-15,3806.4,3815.0,3786.0,3794.6,51748,151093,0.0
2025-01-16,3807.6,3849.6,3771.0,3792.2,76758,166339,0.0
2025-01-17,3784.4,3835.0,3776.6,3807.2,77443,162173,0.0
2025-01-20,3832.0,3863.6,3818.6,3827.0,68261,163779,0.0
2025-01-21,3850.4,3854.0,3816.0,3831.6,65603,161675,0.0
2025-01-22,3824.4,3825.4,3774.2,3790.8,74475,166367,0.0
2025-01-23,3830.2,3872.6,3791.0,3798.6,107102,173229,0.0
2025-01-24,3798.0,3859.0,3797.0,3843.8,83529,167315,0.0
2025-01-27,3846.0,3855.4,3795.0,3795.0,63406,159646,0.0
2025-02-05,3826.4,3829.4,3775.6,3788.8,65902,163600,0.0
2025-02-06,3788.0,3849.8,3786.2,3841.6,74978,160510,0.0
2025-02-07,3841.2,3925.6,3834.2,3897.8,107480,174116,0.0
2025-02-10,3905.0,3910.2,3882.2,3899.0,64008,159057,0.0
2025-02-11,3902.0,3904.4,3868.4,3883.2,54628,157204,0.0
2025-02-12,3879.0,3927.6,3866.0,3918.4,74891,160158,0.0
2025-02-13,3914.6,3940.2,3901.0,3910.0,82808,162824,0.0
2025-02-14,3912.8,3948.6,3904.4,3944.4,79613,160292,0.0
2025-02-17,3958.0,3964.0,3916.0,3948.2,75930,161747,0.0
2025-02-18,3940.0,3965.0,3900.4,3918.2,89311,163220,0.0
2025-02-19,3914.0,3949.6,3907.4,3939.4,81144,164340,0.0
2025-02-20,3931.0,3939.4,3913.2,3926.8,73119,160226,0.0
2025-02-21,3936.2,3988.4,3925.8,3981.6,106233,176088,0.0
2025-02-24,3978.0,3995.8,3946.0,3967.2,90206,163065,0.0
2025-02-25,3930.0,3956.6,3913.0,3928.6,83453,160826,0.0
2025-02-26,3935.6,3961.0,3922.6,3957.2,88376,156688,0.0
2025-02-27,3957.0,3975.0,3931.0,3973.6,94347,156589,0.0
2025-02-28,3955.0,3970.0,3887.4,3899.8,104257,157983,0.0
2025-03-03,3908.0,3935.0,3871.8,3886.6,93136,153150,0.0
2025-03-04,3870.0,3891.0,3858.8,3882.2,72633,144648,0.0
2025-03-05,3885.0,3903.0,3871.4,3894.6,71493,142442,0.0
2025-03-06,3917.6,3969.0,3916.0,3954.2,95177,144572,0.0
2025-03-07,3945.2,3964.8,3933.0,3943.8,65169,132487,0.0
2025-03-10,3943.2,3945.8,3896.6,3917.8,76002,130053,0.0
2025-03-11,3884.4,3930.0,3882.2,3930.0,70169,123314,0.0
2025-03-12,3936.0,3950.8,3911.6,3923.2,72770,123274,0.0
2025-03-13,3924.0,3935.0,3885.8,3904.8,76944,116309,0.0
2025-03-14,3913.0,4020.0,3910.4,4012.8,121547,124275,0.0
2025-03-17,4022.0,4028.0,3991.0,3996.0,79845,97164,0.0
2025-03-18,3989.0,4001.8,3976.6,3982.2,37257,133121,0.0
2025-03-19,3978.2,4002.2,3968.4,3990.0,38825,138517,0.0
2025-03-20,3987.0,3989.6,3947.0,3953.6,42985,145560,0.0
2025-03-21,3950.0,3960.2,3871.8,3882.8,67356,158782,0.0
2025-03-24,3885.2,3907.2,3878.6,3900.2,51229,151921,0.0
2025-03-25,3901.0,3913.2,3890.6,3904.4,45405,152230,0.0
2025-03-26,3902.0,3918.6,3888.8,3891.8,45817,154083,0.0
2025-03-27,3890.0,3931.6,3873.4,3904.6,56873,156732,0.0
2025-03-28,3906.4,3909.8,3875.2,3884.0,51648,152667,0.0
2025-03-31,3877.2,3902.0,3833.8,3858.6,64968,159056,0.0
2025-04-01,3866.0,3879.6,3853.4,3859.6,40892,150013,0.0
2025-04-02,3859.6,3876.0,3850.4,3857.6,37515,151868,0.0
2025-04-03,3824.0,3864.0,3820.2,3837.0,62929,160981,0.0
2025-04-07,3683.4,3729.2,3452.6,3452.6,149826,164375,0.0
2025-04-08,3482.6,3560.0,3470.0,3543.8,123769,153665,0.0
2025-04-09,3499.6,3634.4,3489.0,3614.0,115307,150590,0.0
2025-04-10,3678.4,3713.4,3655.0,3673.0,83748,141689,0.0
2025-04-11,3678.2,3709.0,3650.2,3686.6,69617,139942,0.0
2025-04-14,3706.2,3717.0,3694.0,3694.8,45569,135018,0.0
2025-04-15,3692.0,3698.0,3675.4,3690.4,44540,137582,0.0
2025-04-16,3691.2,3697.8,3652.6,3690.8,58241,141540,0.0
2025-04-17,3680.0,3725.0,3678.2,3710.6,55799,141593,0.0
2025-04-18,3706.4,3723.4,3694.6,3708.8,45646,139841,0.0
2025-04-21,3708.2,3745.2,3705.4,3733.2,44191,139536,0.0
2025-04-22,3733.2,3750.0,3731.4,3733.0,37955,136331,0.0
2025-04-23,3753.8,3768.0,3727.8,3734.0,48170,137093,0.0
2025-04-24,3736.2,3759.8,3720.6,3736.8,48747,136827,0.0
2025-04-25,3745.0,3760.0,3730.2,3739.2,47168,136227,0.0
2025-04-28,3737.0,3741.0,3716.8,3730.6,38102,134340,0.0
2025-04-29,3729.0,3739.0,3715.4,3724.8,37569,134140,0.0
2025-04-30,3725.8,3748.0,3715.6,3716.2,42386,136357,0.0
2025-05-06,3734.0,3772.0,3733.2,3766.2,47831,138953,0.0
2025-05-07,3820.0,3835.0,3770.2,3785.0,56105,141994,0.0
2025-05-08,3778.0,3836.2,3775.6,3816.0,58985,146021,0.0
2025-05-09,3813.2,3815.2,3793.4,3808.6,39940,138820,0.0
2025-05-12,3830.6,3858.8,3822.0,3853.0,61843,152926,0.0
2025-05-13,3868.0,3872.0,3842.0,3851.0,45698,143968,0.0
2025-05-14,3852.0,3933.2,3851.2,3907.4,81957,164602,0.0
2025-05-15,3896.4,3905.8,3863.4,3872.8,59965,153318,0.0
2025-05-16,3868.0,3876.8,3838.4,3846.0,55823,154933,0.0
2025-05-19,3840.0,3848.0,3821.8,3843.2,48882,149439,0.0
2025-05-20,3847.0,3878.0,3839.4,3865.4,52572,150105,0.0
2025-05-21,3865.4,3894.6,3863.8,3881.2,56306,146414,0.0
2025-05-22,3878.0,3889.8,3864.0,3879.6,52835,143884,0.0
2025-05-23,3875.2,3904.8,3846.0,3846.2,78281,152612,0.0
2025-05-26,3846.2,3856.8,3817.4,3831.2,62863,138782,0.0
2025-05-27,3828.2,3834.6,3802.0,3809.2,54529,140116,0.0
2025-05-28,3815.0,3821.6,3800.6,3805.0,45973,129593,0.0
2025-05-29,3814.6,3853.6,3803.0,3832.8,70602,136268,0.0
2025-05-30,3825.0,3830.8,3792.0,3822.4,63806,122449,0.0
2025-06-03,3815.8,3841.4,3808.2,3824.8,52960,123878,0.0
2025-06-04,3829.6,3855.6,3827.2,3842.4,47487,116411,0.0
2025-06-05,3848.0,3865.0,3835.0,3852.0,49359,116859,0.0
2025-06-06,3857.0,3870.4,3846.8,3855.4,43521,110984,0.0
2025-06-09,3862.0,3883.6,3855.2,3867.8,57026,119577,0.0
2025-06-10,3870.0,3878.8,3830.0,3841.0,64495,112083,0.0
2025-06-11,3848.8,3902.6,3848.6,3878.8,69002,115340,0.0
2025-06-12,3870.2,3889.8,3854.2,3883.6,51953,102508,0.0
2025-06-13,3874.0,3878.0,3840.2,3856.4,60941,104348,0.0
2025-06-16,3848.0,3874.4,3847.6,3869.8,57349,83317,0.0
2025-06-17,3805.0,3808.2,3785.6,3799.2,25492,102213,0.0
2025-06-18,3806.8,3810.0,3782.8,3801.6,29991,108981,0.0
2025-06-19,3796.0,3798.2,3754.6,3766.0,37749,117192,0.0
2025-06-20,3770.8,3785.2,3766.8,3773.6,35051,119027,0.0
2025-06-23,3765.0,3809.8,3760.6,3797.4,47208,128778,0.0
2025-06-24,3804.6,3872.0,3804.0,3852.4,57535,133116,0.0
2025-06-25,3856.0,3928.0,3851.2,3922.8,61056,139245,0.0
2025-06-26,3915.2,3925.0,3901.2,3904.2,43176,135683,0.0
2025-06-27,3911.0,3931.4,3874.0,3876.6,56221,139367,0.0
2025-06-30,3881.2,3893.0,3867.0,3885.8,40077,135428,0.0
2025-07-01,3889.2,3895.6,3867.0,3886.0,34558,132977,0.0
2025-07-02,3890.2,3899.6,3872.2,3894.2,35301,133038,0.0
2025-07-03,3899.6,3923.6,3891.0,3918.0,38088,132375,0.0
2025-07-04,3918.2,3974.2,3905.0,3936.0,66892,146863,0.0
2025-07-07,3932.2,3937.6,3907.0,3918.0,35769,135826,0.0
2025-07-08,3921.2,3967.2,3920.2,3958.6,50571,142398,0.0
2025-07-09,3958.6,3978.0,3948.0,3952.8,43451,137184,0.0
2025-07-10,3956.2,3998.8,3952.0,3972.0,51019,144324,0.0
2025-07-11,3977.0,4045.0,3971.2,3993.4,84781,158393,0.0
2025-07-14,3993.6,4002.8,3984.8,3985.8,37589,150188,0.0
2025-07-15,3991.0,4012.0,3952.6,3980.6,62583,152828,0.0
2025-07-16,3981.2,3998.6,3958.8,3971.0,45629,147324,0.0
2025-07-17,3976.0,4012.0,3972.2,4011.8,49872,153281,0.0
2025-07-18,4018.8,4046.0,4015.2,4041.8,59958,157186,0.0
2025-07-21,4055.2,4070.8,4044.6,4064.8,49413,152831,0.0
2025-07-22,4067.0,4110.8,4051.0,4109.8,69503,162828,0.0
2025-07-23,4117.0,4146.6,4097.2,4109.2,76014,161682,0.0
2025-07-24,4103.0,4144.6,4101.2,4141.2,65298,163125,0.0
2025-07-25,4136.0,4138.0,4104.0,4116.0,53170,155404,0.0
2025-07-28,4116.0,4134.6,4093.8,4122.0,54638,156735,0.0
2025-07-29,4112.0,4142.8,4095.4,4141.4,58516,153577,0.0
2025-07-30,4131.4,4173.0,4110.0,4136.4,81931,162604,0.0
2025-07-31,4124.8,4125.6,4035.4,4057.0,91447,157602,0.0
2025-08-01,4057.8,4066.4,4018.6,4029.6,56881,151416,0.0
2025-08-04,4018.2,4054.0,4017.4,4052.8,44736,146808,0.0
2025-08-05,4060.0,4086.6,4051.0,4082.0,45420,147312,0.0
2025-08-06,4080.0,4105.2,4077.0,4097.0,42038,144956,0.0
2025-08-07,4100.0,4117.4,4073.2,4092.6,54603,149221,0.0
2025-08-08,4087.0,4102.0,4073.8,4083.2,42805,142247,0.0
2025-08-11,4089.4,4126.4,4086.0,4104.8,60577,151777,0.0
2025-08-12,4109.6,4144.2,4104.6,4131.2,61270,149241,0.0
2025-08-13,4138.8,4181.0,4135.2,4170.8,74450,160310,0.0
2025-08-14,4179.6,4212.8,4155.8,4163.8,93677,167999,0.0
2025-08-15,4157.0,4215.0,4146.8,4209.4,90646,166989,0.0
2025-08-18,4220.0,4275.2,4196.0,4237.8,99705,168841,0.0
2025-08-19,4244.0,4260.4,4208.8,4216.2,73558,154897,0.0
2025-08-20,4201.0,4273.8,4176.6,4270.0,90137,159194,0.0
2025-08-21,4280.4,4299.8,4264.2,4282.2,83303,151396,0.0
2025-08-22,4283.0,4396.6,4283.0,4394.0,94570,161198,0.0
2025-08-25,4425.0,4484.6,4408.0,4474.6,118828,165246,0.0
2025-08-26,4474.8,4482.8,4437.2,4449.0,87160,151718,0.0
2025-08-27,4451.2,4494.8,4380.6,4384.0,113283,155760,0.0
2025-08-28,4383.2,4465.0,4360.2,4460.4,126057,154101,0.0
2025-08-29,4452.2,4517.6,4447.0,4506.2,126040,151201,0.0
2025-09-01,4517.0,4527.2,4480.0,4510.6,94140,137802,0.0
2025-09-02,4516.0,4540.6,4446.0,4481.2,122523,146527,0.0
2025-09-03,4501.4,4508.6,4408.0,4430.0,120700,137484,0.0
2025-09-04,4437.0,4453.6,4306.2,4349.4,133914,144443,0.0
2025-09-05,4351.2,4470.0,4344.2,4456.6,98192,126309,0.0
2025-09-08,4464.0,4478.8,4424.0,4453.0,83936,122548,0.0
2025-09-09,4438.0,4463.0,4401.2,4426.2,73565,112541,0.0
2025-09-10,4430.8,4461.8,4405.0,4432.4,76988,113485,0.0
2025-09-11,4424.0,4562.2,4413.6,4562.0,96412,115085,0.0
2025-09-12,4557.0,4565.8,4517.0,4523.2,83488,103677,0.0
2025-09-15,4506.8,4528.2,4489.0,4497.0,41930,115931,0.0
2025-09-16,4510.0,4523.8,4459.0,4489.2,51156,126801,0.0
2025-09-17,4493.8,4527.6,4466.2,4518.2,57612,133521,0.0
2025-09-18,4512.0,4545.0,4405.8,4448.2,95637,152375,0.0
2025-09-19,4455.0,4490.0,4440.8,4464.4,80743,151383,0.0
2025-09-22,4475.0,4488.0,4447.2,4484.0,65934,149528,0.0
2025-09-23,4495.0,4513.0,4408.8,4483.8,101402,159890,0.0
2025-09-24,4468.8,4531.2,4463.2,4530.0,86527,151864,0.0
2025-09-25,4523.4,4587.6,4522.0,4562.2,80775,154619,0.0
2025-09-26,4550.0,4570.8,4525.0,4525.0,71448,150988,0.0
2025-09-29,4530.0,4639.8,4515.2,4604.6,97301,165254,0.0
2025-09-30,4615.0,4631.8,4601.0,4618.0,63292,153795,0.0
2025-10-09,4639.0,4715.0,4627.2,4689.2,78704,163300,0.0
2025-10-10,4664.0,4674.4,4576.2,4592.2,96227,162971,0.0
2025-10-13,4520.0,4574.4,4493.0,4562.6,97200,163856,0.0
2025-10-14,4588.6,4609.0,4480.0,4507.2,107698,162441,0.0
2025-10-15,4522.0,4587.8,4501.0,4576.4,86223,160428,0.0
2025-10-16,4561.0,4618.0,4561.0,4590.0,87781,161774,0.0
2025-10-17,4582.0,4596.0,4468.0,4485.2,99982,163234,0.0
2025-10-20,4523.0,4549.8,4490.8,4506.8,71457,156399,0.0
2025-10-21,4528.2,4599.2,4521.0,4577.6,77133,157558,0.0
2025-10-22,4559.0,4579.4,4536.8,4563.4,65140,151558,0.0
2025-10-23,4555.4,4589.6,4505.4,4580.8,84087,160208,0.0
2025-10-24,4592.0,4634.8,4592.0,4634.8,74172,153415,0.0
2025-10-27,4672.0,4697.8,4660.8,4684.4,71074,157785,0.0
2025-10-28,4680.0,4719.0,4660.4,4669.6,72481,155110,0.0
2025-10-29,4685.0,4732.6,4678.6,4732.6,65655,156239,0.0
2025-10-30,4723.2,4741.0,4680.0,4690.0,87251,160853,0.0
2025-10-31,4691.6,4699.4,4627.4,4631.4,85956,160463,0.0
2025-11-03,4637.0,4642.2,4577.6,4634.8,72223,157779,0.0
2025-11-04,4629.6,4639.4,4558.2,4589.0,74377,155987,0.0
2025-11-05,4536.6,4621.4,4536.0,4596.6,73216,156249,0.0
2025-11-06,4611.0,4682.6,4608.0,4670.8,71116,154733,0.0
2025-11-07,4656.0,4676.8,4638.0,4659.4,56412,149916,0.0
2025-11-10,4675.0,4678.0,4626.4,4672.0,69883,156162,0.0
2025-11-11,4684.4,4690.6,4618.4,4626.8,70771,151427,0.0
2025-11-12,4628.6,4649.4,4593.8,4628.0,79009,157009,0.0
2025-11-13,4620.0,4682.4,4617.6,4677.0,70414,149415,0.0
2025-11-14,4650.0,4661.8,4600.0,4600.4,67288,149958,0.0
2025-11-17,4596.2,4605.0,4558.8,4581.4,69751,154108,0.0
2025-11-18,4571.0,4586.0,4530.4,4555.0,76476,158826,0.0
2025-11-19,4558.6,4587.0,4544.2,4565.2,76820,156324,0.0
2025-11-20,4590.8,4599.2,4535.2,4539.2,83141,165189,0.0
2025-11-21,4509.6,4521.4,4427.2,4428.4,112829,176897,0.0
2025-11-24,4451.0,4454.6,4408.8,4435.2,82507,168604,0.0
2025-11-25,4458.8,4504.0,4455.6,4473.0,77751,160808,0.0
2025-11-26,4482.8,4519.0,4471.0,4493.0,70583,155905,0.0
2025-11-27,4499.0,4549.0,4487.6,4492.6,72122,155679,0.0
2025-11-28,4492.0,4515.8,4476.0,4505.8,64947,148801,0.0
2025-12-01,4516.8,4555.8,4511.8,4555.4,68600,145600,0.0
2025-12-02,4555.4,4559.8,4521.6,4535.8,55827,138432,0.0
2025-12-03,4538.2,4556.0,4504.2,4518.2,67863,142198,0.0
2025-12-04,4525.0,4547.8,4500.8,4530.6,63708,136475,0.0
2025-12-05,4525.0,4588.4,4516.4,4574.4,84754,143296,0.0
2025-12-08,4590.0,4635.0,4589.6,4613.2,76082,132821,0.0
2025-12-09,4611.4,4618.8,4571.8,4583.2,63877,125588,0.0
2025-12-10,4576.0,4583.6,4532.0,4574.2,75990,121027,0.0
2025-12-11,4585.2,4593.2,4534.6,4539.6,64930,111889,0.0
2025-12-12,4559.6,4581.6,4526.0,4574.0,74003,113155,0.0
2025-12-15,4511.0,4549.0,4500.6,4501.0,34058,123643,0.0
2025-12-16,4494.0,4502.8,4429.6,4451.4,43729,133118,0.0
2025-12-17,4450.2,4549.0,4444.0,4532.0,61193,143762,0.0
2025-12-18,4516.8,4532.0,4498.4,4505.0,50112,150187,0.0
2025-12-19,4515.0,4557.0,4506.8,4527.0,66095,162769,0.0
2025-12-22,4542.2,4579.2,4542.2,4564.8,53962,157800,0.0
2025-12-23,4570.0,4599.0,4561.4,4571.4,52645,163660,0.0
2025-12-24,4573.0,4608.4,4559.0,4595.0,58846,164967,0.0
2025-12-25,4586.0,4624.8,4586.0,4610.6,52262,164476,0.0
2025-12-26,4611.2,4664.2,4611.2,4638.4,70821,175215,0.0
2025-12-29,4640.2,4645.0,4595.2,4610.2,58452,167149,0.0
2025-12-30,4598.8,4645.2,4590.4,4622.2,56756,171595,0.0
2025-12-31,4628.2,4634.6,4581.2,4599.8,63352,166875,0.0
